# File Name: Hebrew_Lexicon_Strongs.txt
# File Size: 2203647     
# File Date: 06/01/2026 18:29:49
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Robert Rouse
# Source Content: James Strong's Lexicon, Hebrew
# Source Description: https://en.wikipedia.org/wiki/Strong%27s_Concordance
# Source Copyright: Public Domain
# Source Link: https://viz.bible/
#
# COLUMNS
#	STRONGS		Strong's number
#	WORD		Hebrew word
#	TRANS		Transliterated word
#	PRONOUNCE	Pronunciation
#	LANG		Language
#	MORPH		Part of speech
#	DEF			Definition
#
STRONGS	WORD	TRANS	PRONOUNCE	LANG	MORPH	DEF
712	אַרְגָּז	ʼargâz	ar-gawz'	heb	Noun Masculine	a box (as a pannier); coffer.; perhaps from <a href='/Strongs/strongs-h7264' onclick='return ABMM("/Strongs","/strongs-h7264");'>h7264</a> (רָגַז) (in the sense of being suspended)
713	אַרְגָּמָן	ʼargâmân	ar-gaw-mawn'	heb	Noun Masculine	purple (the color or the dyed stuff); purple.; of foreign origin
714	אַרְדְּ	ʼArd	ard	x-pn	Proper Name Masculine	Ard, the name of two Israelites; Ard.; from an unused root probably meaning to wander; fugitive
715	אַרְדּוֹן	ʼArdôwn	ar-dohn'	x-pn	Proper Name Masculine	Ardon, an Israelite; Ardon.; from the same as <a href='/Strongs/strongs-h714' onclick='return ABMM("/Strongs","/strongs-h714");'>h714</a> (אַרְדְּ); roaming
716	אַרְדִּי	ʼArdîy	ar-dee	x-pn	Adjective	an Ardite (collectively) or descendant of Ard; Ardites.; patronymic from <a href='/Strongs/strongs-h714' onclick='return ABMM("/Strongs","/strongs-h714");'>h714</a> (אַרְדְּ)
717	אָרָה	ʼârâh	aw-raw'	heb	Verb	to pluck; gather, pluck.; a primitive root
718	אֲרוּ	ʼărûw	ar-oo'	arc	Interjection	lo!; behold, lo.; (Aramaic) probably akin to <a href='/Strongs/strongs-h431' onclick='return ABMM("/Strongs","/strongs-h431");'>h431</a> (אֲלוּ)
719	אַרְוַד	ʼArvad	ar-vad'	x-pn	Proper Name Location	Arvad, an island-city of Palestine; Arvad.; probably from <a href='/Strongs/strongs-h7300' onclick='return ABMM("/Strongs","/strongs-h7300");'>h7300</a> (רוּד); a refuge for the roving
720	אֲרוֹד	ʼĂrôwd	ar-ode'	x-pn	Proper Name Masculine	Arod, an Israelite; Arod.; an orthographical variation of <a href='/Strongs/strongs-h719' onclick='return ABMM("/Strongs","/strongs-h719");'>h719</a> (אַרְוַד); fugitive
721	אַרְוָדִי	ʼArvâdîy	ar-vaw-dee'	x-pn	Adjective	an Arvadite or citizen of Arvad; Arvadite.; patrial from <a href='/Strongs/strongs-h719' onclick='return ABMM("/Strongs","/strongs-h719");'>h719</a> (אַרְוַד)
722	אֲרוֹדִי	ʼĂrôwdîy	ar-o-dee'	x-pn	Adjective	an Arodite or descendant of Arod; Arodi, Arodites.; patronymic from <a href='/Strongs/strongs-h721' onclick='return ABMM("/Strongs","/strongs-h721");'>h721</a> (אַרְוָדִי)
723	אֻרְוָה	ʼurvâh	oor-vaw'	heb	Noun Feminine	a herding-place for an animal; stall.; or אֲרָיָה; from <a href='/Strongs/strongs-h717' onclick='return ABMM("/Strongs","/strongs-h717");'>h717</a> (אָרָה) (in the sense of feeding)
724	אֲרוּכָה	ʼărûwkâh	ar-oo-kaw'	heb	Noun Feminine	wholeness (literally or figuratively); health, made up, perfected.; or אֲרֻכָה; feminine passive participle of <a href='/Strongs/strongs-h748' onclick='return ABMM("/Strongs","/strongs-h748");'>h748</a> (אָרַךְ) (in the sense of restoring to soundness)
725	אֲרוּמָה	ʼĂrûwmâh	ar-oo-maw'	x-pn	Proper Name Location	Arumah, a place in Palestine; Arumah.; a variation of <a href='/Strongs/strongs-h7316' onclick='return ABMM("/Strongs","/strongs-h7316");'>h7316</a> (רוּמָה); height
726	אֲרוֹמִי	ʼĂrôwmîy	ar-o-mee'	x-pn	Adjective	an Edomite (as in the margin); Syrian.; a clerical error for <a href='/Strongs/strongs-h130' onclick='return ABMM("/Strongs","/strongs-h130");'>h130</a> (אֱדֹמִי)
727	אָרוֹן	ʼârôwn	aw-rone'	heb	Noun Masculine	a box; ark, chest, coffin.; or אָרֹן; from <a href='/Strongs/strongs-h717' onclick='return ABMM("/Strongs","/strongs-h717");'>h717</a> (אָרָה) (in the sense of gathering)
728	אֲרַוְנָה	ʼĂravnâh	ar-av-naw'	x-pn	Proper Name Masculine	Aravnah (or Arnijah or Ornah), a Jebusite; Araunah.; or (by transposition) אוֹרְנָה; or אַרְנִיָּהlemma אַנִיָּה missing resh, corrected to אַרְנִיָּה; all by orthographical variation for <a href='/Strongs/strongs-h771' onclick='return ABMM("/Strongs","/strongs-h771");'>h771</a> (אׇרְנָן)
729	אָרַז	ʼâraz	aw-raz'	heb		of cedar; made of cedar.; a primitive root; to be firm; used only in the passive participle as a denominative from <a href='/Strongs/strongs-h730' onclick='return ABMM("/Strongs","/strongs-h730");'>h730</a> (אֶרֶז)
730	אֶרֶז	ʼerez	eh-rez'	heb	Noun Masculine	a cedar tree (from the tenacity of its roots); cedar (tree).; from <a href='/Strongs/strongs-h729' onclick='return ABMM("/Strongs","/strongs-h729");'>h729</a> (אָרַז)
731	אַרְזָה	ʼarzâh	ar-zaw'	heb	Noun Feminine	cedar wainscoating; cedar work.; feminine of <a href='/Strongs/strongs-h730' onclick='return ABMM("/Strongs","/strongs-h730");'>h730</a> (אֶרֶז)
732	אָרַח	ʼârach	aw-rakh'	heb	Verb	to travel; go, wayfaring (man).; a primitive root
733	אָרַח	ʼÂrach	aw-rakh'	x-pn	Proper Name Masculine	Arach, the name of three Israelites; Arah.; from <a href='/Strongs/strongs-h732' onclick='return ABMM("/Strongs","/strongs-h732");'>h732</a> (אָרַח); way faring
734	אֹרַח	ʼôrach	o'-rakh	heb	Noun Masculine	a well-trodden road (literally or figuratively); also a caravan; manner, path, race, rank, traveller, troop, (by-, high-) way.; from <a href='/Strongs/strongs-h732' onclick='return ABMM("/Strongs","/strongs-h732");'>h732</a> (אָרַח)
735	אֹרַח	ʼôrach	o'-rakh	arc	Noun Masculine	a road; way.; (Aramaic) corresponding to <a href='/Strongs/strongs-h734' onclick='return ABMM("/Strongs","/strongs-h734");'>h734</a> (אֹרַח)
736	אֹרְחָה	ʼôrᵉchâh	o-rekh-aw'	heb	Noun Feminine	a caravan; (travelling) company.; feminine active participle of <a href='/Strongs/strongs-h732' onclick='return ABMM("/Strongs","/strongs-h732");'>h732</a> (אָרַח)
737	אֲרֻחָה	ʼăruchâh	ar-oo-khaw'	heb	Noun Feminine	a ration of food; allowance, diet, dinner, victuals.; feminine passive participle of <a href='/Strongs/strongs-h732' onclick='return ABMM("/Strongs","/strongs-h732");'>h732</a> (אָרַח) (in the sense of appointing)
738	אֲרִי	ʼărîy	ar-ee'	heb	Noun Masculine	a lion; (young) lion, [phrase] pierce (from the margin).; or (prolonged) []; from <a href='/Strongs/strongs-h717' onclick='return ABMM("/Strongs","/strongs-h717");'>h717</a> (אָרָה) (in the sense of violence)
739	אֲרִיאֵל	ʼărîyʼêl	ar-ee-ale'	heb	Noun Masculine	lion of God; i.e. heroic; lionlike men.; or אֲרִאֵל; from <a href='/Strongs/strongs-h738' onclick='return ABMM("/Strongs","/strongs-h738");'>h738</a> (אֲרִי) and <a href='/Strongs/strongs-h410' onclick='return ABMM("/Strongs","/strongs-h410");'>h410</a> (אֵל)
740	אֲרִיאֵל	ʼĂrîyʼêl	ar-ee-ale'	x-pn		Ariel, a symbolical name for Jerusalem, also the name of an Israelite; Ariel.; the same as <a href='/Strongs/strongs-h739' onclick='return ABMM("/Strongs","/strongs-h739");'>h739</a> (אֲרִיאֵל)
741	אֲרִאֵיל	ʼăriʼêyl	ar-ee-ale'	heb	Noun Masculine	the altar of the temple; altar.; either by transposition for <a href='/Strongs/strongs-h739' onclick='return ABMM("/Strongs","/strongs-h739");'>h739</a> (אֲרִיאֵל) or, more probably, an orthographical variation for <a href='/Strongs/strongs-h2025' onclick='return ABMM("/Strongs","/strongs-h2025");'>h2025</a> (הַרְאֵל)
742	אֲרִידַי	ʼĂrîyday	ar-ee-dah'-ee	x-pn	Proper Name Masculine	Aridai, a son of Haman; Aridai.; of Persian origin
743	אֲרִידָתָא	ʼĂrîydâthâʼ	ar-ee-daw-thaw'	x-pn	Proper Name Masculine	Aridatha, a son of Haman; Aridatha.; of Persian origin
744	אַרְיֵה	ʼaryêh	ar-yay'	arc	Noun Masculine	{a lion}; lion.; (Aramaic) corresponding to <a href='/Strongs/strongs-h738' onclick='return ABMM("/Strongs","/strongs-h738");'>h738</a> (אֲרִי)
745	אַרְיֵה	ʼAryêh	ar-yay'	x-pn	Proper Name Masculine	Arjeh, an Israelite; Arieh.; the same as <a href='/Strongs/strongs-h738' onclick='return ABMM("/Strongs","/strongs-h738");'>h738</a> (אֲרִי); lion
746	אֲרְיוֹךְ	ʼĂryôwk	ar-yoke'	x-pn	Proper Name Masculine	Arjok, the name of two Babylonians; Arioch.; of foreign origin
747	אֲרִיסַי	ʼĂrîyçay	ar-ee-sah'-ee	x-pn	Proper Name Masculine	Arisai, a son of Haman; Arisai.; of Persian origin
748	אָרַךְ	ʼârak	aw-rak'	heb	Verb	to be (causative, make) long (literally or figuratively); defer, draw out, lengthen, (be, become, make, pro-) long, [phrase] (out-, over-) live, tarry (long).; a primitive root
749	אֲרַךְ	ʼărak	ar-ak'	arc		to suit; be meet.; (Aramaic) properly, corresponding to <a href='/Strongs/strongs-h748' onclick='return ABMM("/Strongs","/strongs-h748");'>h748</a> (אָרַךְ), but used only in the sense of reaching to a given point
750	אָרֵךְ	ʼârêk	aw-rake'	heb	Adjective	long; long(-suffering, -winged), patient, slow (to anger).; from <a href='/Strongs/strongs-h748' onclick='return ABMM("/Strongs","/strongs-h748");'>h748</a> (אָרַךְ)
751	אֶרֶךְ	ʼErek	eh'-rek	x-pn	Proper Name Location	Erek, a place in Babylon; Erech.; from <a href='/Strongs/strongs-h748' onclick='return ABMM("/Strongs","/strongs-h748");'>h748</a> (אָרַךְ); length
752	אָרֹךְ	ʼârôk	aw-roke'	heb	Adjective	long; long.; from <a href='/Strongs/strongs-h748' onclick='return ABMM("/Strongs","/strongs-h748");'>h748</a> (אָרַךְ)
753	אֹרֶךְ	ʼôrek	o'rek'	heb	Noun Masculine	length; [phrase] forever, length, long.; from <a href='/Strongs/strongs-h748' onclick='return ABMM("/Strongs","/strongs-h748");'>h748</a> (אָרַךְ)
754	אַרְכָּא	ʼarkâʼ	ar-kaw'	arc	Noun Feminine	length; lengthening, prolonged.; (Aramaic) or אַרְכָּה; (Aramaic), from <a href='/Strongs/strongs-h749' onclick='return ABMM("/Strongs","/strongs-h749");'>h749</a> (אֲרַךְ)
755	אַרְכֻבָה	ʼarkubâh	ar-koo-baw'	arc	Noun Feminine	the knee; knee.; (Aramaic) from an unused root corresponding to <a href='/Strongs/strongs-h7392' onclick='return ABMM("/Strongs","/strongs-h7392");'>h7392</a> (רָכַב) (in the sense of bending the knee)
756	אַרְכְּוַי	ʼArkᵉvay	ar-kev-ah'ee	x-pn	Proper Name	an Arkevite (collectively) or native of Erek; Archevite.; (Aramaic) patrial from <a href='/Strongs/strongs-h751' onclick='return ABMM("/Strongs","/strongs-h751");'>h751</a> (אֶרֶךְ)
757	אַרְכִּי	ʼArkîy	ar-kee'	x-pn	Adjective	an Arkite or native of Erek; Archi, Archite.; patrial from another place (in Palestine) of similar name with <a href='/Strongs/strongs-h751' onclick='return ABMM("/Strongs","/strongs-h751");'>h751</a> (אֶרֶךְ)
758	אֲרָם	ʼĂrâm	arawm'	x-pn		Aram or Syria, and its inhabitants; also the name of the son of Shem, a grandson of Nahor, and of an Israelite; Aram, Mesopotamia, Syria, Syrians.; from the same as <a href='/Strongs/strongs-h759' onclick='return ABMM("/Strongs","/strongs-h759");'>h759</a> (אַרְמוֹן); the highland
759	אַרְמוֹן	ʼarmôwn	ar-mone'	heb	Noun Masculine	a citadel (from its height); castle, palace. Compare <a href='/Strongs/strongs-h2038' onclick='return ABMM("/Strongs","/strongs-h2038");'>h2038</a> (הַרְמוֹן).; from an unused root (meaning to be elevated)
760	אֲרַם צוֹבָה	ʼĂram Tsôwbâh	ar-am' tso-baw'	x-pn	Proper Name Location	Aram of Tsoba (or Coele-Syria); Aram-zobah.; from <a href='/Strongs/strongs-h758' onclick='return ABMM("/Strongs","/strongs-h758");'>h758</a> (אֲרָם) and <a href='/Strongs/strongs-h6678' onclick='return ABMM("/Strongs","/strongs-h6678");'>h6678</a> (צוֹבָא)
761	אֲרַמִּי	ʼĂrammîy	ar-am-mee'	x-pn	Adjective	an Aramite or Aramaean; Syrian, Aramitess.; patrial from <a href='/Strongs/strongs-h758' onclick='return ABMM("/Strongs","/strongs-h758");'>h758</a> (אֲרָם)
762	אֲרָמִית	ʼĂrâmîyth	ar-aw-meeth'	heb	Adverb	(only adverbial) in Aramean; in the Syrian language (tongue), in Syriac.; feminine of <a href='/Strongs/strongs-h761' onclick='return ABMM("/Strongs","/strongs-h761");'>h761</a> (אֲרַמִּי)
763	אֲרַם נַהֲרַיִם	ʼĂram Nahărayim	ar-am' nah-har-ah'-yim	x-pn	Proper Name Location	Aram of (the) two rivers (Euphrates and Tigris) or Mesopotamia; Aham-naharaim, Mesopotamia.; from <a href='/Strongs/strongs-h758' onclick='return ABMM("/Strongs","/strongs-h758");'>h758</a> (אֲרָם) and the dual of <a href='/Strongs/strongs-h5104' onclick='return ABMM("/Strongs","/strongs-h5104");'>h5104</a> (נָהָר)
764	אַרְמֹנִי	ʼArmônîy	ar-mo-nee'	x-pn	Proper Name Masculine	Armoni, an Israelite; Armoni.; from <a href='/Strongs/strongs-h759' onclick='return ABMM("/Strongs","/strongs-h759");'>h759</a> (אַרְמוֹן); palatial
765	אֲרָן	ʼĂrân	ar-awn'	x-pn	Proper Name Masculine	Aran, an Edomite; Aran.; from <a href='/Strongs/strongs-h7442' onclick='return ABMM("/Strongs","/strongs-h7442");'>h7442</a> (רָנַן); stridulous
766	אֹרֶן	ʼôren	o'-ren	heb	Noun Masculine	the ash tree (from its toughness); ash.; from the same as <a href='/Strongs/strongs-h765' onclick='return ABMM("/Strongs","/strongs-h765");'>h765</a> (אֲרָן) (in the sense of strength)
767	אֹרֶן	ʼÔren	o'-ren	x-pn	Proper Name Masculine	Oren, an Israelite; Oren.; the same as <a href='/Strongs/strongs-h766' onclick='return ABMM("/Strongs","/strongs-h766");'>h766</a> (אֹרֶן)
768	אַרְנֶבֶת	ʼarnebeth	ar-neh'-beth	heb	Noun Feminine	the hare; hare.; of uncertain derivation
769	אַרְנוֹן	ʼArnôwn	ar-nohn'	heb	Proper Name Location	the Arnon, a river east of the Jordan, also its territory; Arnon.; or אַרְנֹןlemma אַרְנן missing vowel, corrected to אַרְנֹן; from <a href='/Strongs/strongs-h7442' onclick='return ABMM("/Strongs","/strongs-h7442");'>h7442</a> (רָנַן); a brawling stream
770	אַרְנָן	ʼArnân	ar-nawn'	x-pn	Proper Name Masculine	Arnan, an Israelite; Arnan.; probably from the same as <a href='/Strongs/strongs-h769' onclick='return ABMM("/Strongs","/strongs-h769");'>h769</a> (אַרְנוֹן); noisy
771	אׇרְנָן	ʼOrnân	or-nawn'	x-pn	Proper Name Masculine	Ornan, a Jebusite; Ornan. See <a href='/Strongs/strongs-h728' onclick='return ABMM("/Strongs","/strongs-h728");'>h728</a> (אֲרַוְנָה).; probably from <a href='/Strongs/strongs-h766' onclick='return ABMM("/Strongs","/strongs-h766");'>h766</a> (אֹרֶן); strong
772	אֲרַע	ʼăraʻ	ar-ah'	arc	Noun Masculine	the earth; by implication (figuratively) low; earth, interior.; (Aramaic) corresponding to <a href='/Strongs/strongs-h776' onclick='return ABMM("/Strongs","/strongs-h776");'>h776</a> (אֶרֶץ)
773	אַרְעִית	ʼarʻîyth	arh-eeth'	arc	Noun Feminine	the bottom; bottom.; (Aramaic) feminine of <a href='/Strongs/strongs-h772' onclick='return ABMM("/Strongs","/strongs-h772");'>h772</a> (אֲרַע)
774	אַרְפָּד	ʼArpâd	ar-pawd'	x-pn	Proper Name Location	Arpad, a place in Syria; Arpad, Arphad.; from <a href='/Strongs/strongs-h7502' onclick='return ABMM("/Strongs","/strongs-h7502");'>h7502</a> (רָפַד); spread out
775	אַרְפַּכְשַׁד	ʼArpakshad	ar-pak-shad'	x-pn	Proper Name Masculine	Arpakshad, a son of Noah; also the region settled by him; Arphaxad.; probably of foreign origin
776	אֶרֶץ	ʼerets	eh'-rets	heb	Noun Feminine	the earth (at large, or partitively a land); [idiom] common, country, earth, field, ground, land, [idiom] natins, way, [phrase] wilderness, world.; from an unused root probably meaning to be firm
777	אַרְצָא	ʼartsâʼ	ar-tsaw'	x-pn	Proper Name Masculine	Artsa, an Israelite; Arza.; from <a href='/Strongs/strongs-h776' onclick='return ABMM("/Strongs","/strongs-h776");'>h776</a> (אֶרֶץ); earthiness
778	אֲרַק	ʼăraq	ar-ak'	arc	Noun Feminine	the earth; earth.; (Aramaic) by transmutation for <a href='/Strongs/strongs-h772' onclick='return ABMM("/Strongs","/strongs-h772");'>h772</a> (אֲרַע)
779	אָרַר	ʼârar	aw-rar'	heb	Verb	to execrate; [idiom] bitterly curse.; a primitive root
780	אֲרָרַט	ʼĂrâraṭ	ar-aw-rat'	x-pn	Proper Name Location	Ararat (or rather Armenia); Ararat, Armenia.; of foreign origin
781	אָרַשׂ	ʼâras	aw-ras'	heb	Verb	to engage for matrimony; betroth, espouse.; a primitive root
782	אֲרֶשֶׁת	ʼăresheth	ar-eh'-sheth	heb	Noun Feminine	a longing for; request.; from <a href='/Strongs/strongs-h781' onclick='return ABMM("/Strongs","/strongs-h781");'>h781</a> (אָרַשׂ) (in the sense of desiring to possess)
783	אַרְתַּחְשַׁשְׁתָּא	ʼArtachshashtâʼ	ar-takh-shash-taw'	x-pn	Proper Name Masculine	Artachshasta (or Artaxerxes), a title (rather than name) of several Persian kings; Artaxerxes.; or אַרְתַּחְשַׁשְׁתְּא; or by permutation אַרְתַּחְשַׁסְתְּא; of foreign origin
784	אֵשׁ	ʼêsh	aysh	heb	Noun Feminine	fire (literally or figuratively); burning, fiery, fire, flaming, hot.; a primitive word
785	אֵשׁ	ʼêsh	aysh	arc	Noun Feminine	{fire (literally or figuratively)}; flame.; (Aramaic) corresponding to <a href='/Strongs/strongs-h784' onclick='return ABMM("/Strongs","/strongs-h784");'>h784</a> (אֵשׁ)
786	אִשׁ	ʼish	eesh	heb	Adverb	entity, used only adverbially, there is or are; are there, none can. Compare <a href='/Strongs/strongs-h3426' onclick='return ABMM("/Strongs","/strongs-h3426");'>h3426</a> (יֵשׁ).; identical (in origin and formation) with <a href='/Strongs/strongs-h784' onclick='return ABMM("/Strongs","/strongs-h784");'>h784</a> (אֵשׁ)
787	אֹשׁ	ʼôsh	ohsh	arc	Noun Masculine	a foundation; foundation.; (Aramaic) corresponding (by transposition and abbreviation) to <a href='/Strongs/strongs-h803' onclick='return ABMM("/Strongs","/strongs-h803");'>h803</a> (אֲשׁוּיָה)
788	אַשְׁבֵּל	ʼAshbêl	ash-bale'	x-pn	Proper Name Masculine	Ashbel, an Israelite; Ashbel.; probably from the same as <a href='/Strongs/strongs-h7640' onclick='return ABMM("/Strongs","/strongs-h7640");'>h7640</a> (שֹׁבֶל); flowing
789	אַשְׁבֵּלִי	ʼAshbêlîy	ash-bay-lee'	x-pn	Adjective	an Ashbelite (collectively) or descendant of Ashbel; Ashbelites.; patronymic from <a href='/Strongs/strongs-h788' onclick='return ABMM("/Strongs","/strongs-h788");'>h788</a> (אַשְׁבֵּל)
790	אֶשְׁבָּן	ʼEshbân	esh-bawn'	x-pn	Proper Name Masculine	Eshban, an Idumaean; Eshban.; probably from the same as <a href='/Strongs/strongs-h7644' onclick='return ABMM("/Strongs","/strongs-h7644");'>h7644</a> (שֶׁבְנָא); vigorous
791	אַשְׁבֵּעַ	ʼAshbêaʻ	ash-bay'-ah	x-pn	Proper Name Masculine	Asbea, an Israelite; Ashbea.; from <a href='/Strongs/strongs-h7650' onclick='return ABMM("/Strongs","/strongs-h7650");'>h7650</a> (שָׁבַע); adjurer
792	אֶשְׁבַּעַל	ʼEshbaʻal	esh-bah'-al	x-pn	Proper Name Masculine	Eshbaal (or Ishbosheth), a son of Saul; Eshbaal.; from <a href='/Strongs/strongs-h376' onclick='return ABMM("/Strongs","/strongs-h376");'>h376</a> (אִישׁ) and <a href='/Strongs/strongs-h1168' onclick='return ABMM("/Strongs","/strongs-h1168");'>h1168</a> (בַּעַל); man of Baal
793	אֶשֶׁד	ʼeshed	eh'-shed	heb	Noun Masculine	an outpouring; stream.; from an unused root meaning to pour
794	אֲשֵׁדָה	ʼăshêdâh	ash-ay-daw'	heb	Noun Feminine	a ravine; springs.; feminine of <a href='/Strongs/strongs-h793' onclick='return ABMM("/Strongs","/strongs-h793");'>h793</a> (אֶשֶׁד)
795	אַשְׁדּוֹד	ʼAshdôwd	ash-dode'	x-pn	Proper Name Location	Ashdod, a place in Palestine; Ahdod.; from <a href='/Strongs/strongs-h7703' onclick='return ABMM("/Strongs","/strongs-h7703");'>h7703</a> (שָׁדַד); ravager
